ID,RA,DEC,zml,X,Y,Z,PROB_GAL_GAIA,PROB_GAL,sigma_68,pdf_means_0,pdf_means_1,pdf_means_2,pdf_stds_0,pdf_stds_1,pdf_stds_2,pdf_weights_0,pdf_weights_1,pdf_weights_2,dis
iDR5_3_SPLUS-s24s44_0019931,68.10162059869823,-30.93557187076565,0.1110000014305114,106.52877747860404,265.020318121256,-171.18660406113594,1.0,1.0,0.0180000029504299,0.113796442747116,0.0985988304018974,0.0922120288014411,0.0153489308431744,0.0181870125234127,0.0737620368599891,0.6769007444381714,0.316003143787384,0.0073111858218908,333.0000042915342
iDR5_3_SPLUS-s24s44_0021275,66.90778496008433,-30.888956081077435,0.0485102012753486,48.98302319538284,114.88234202741204,-74.71189717113873,1.0,0.9980000257492064,0.0105000026524066,0.0473286733031272,0.0602209717035293,0.0782989785075187,0.0066287275403738,0.0102256191894412,0.0734319165349006,0.5790872573852539,0.4170125424861908,0.0040754624642431,145.53060382604582
iDR5_3_SPLUS-s24s44_0021776,66.96322172589775,-30.888887312530898,0.0774081647396087,77.98529952598105,183.39445950190355,-119.21820748961647,1.0,0.9980000257492064,0.0280000008642673,0.0838790237903595,0.0570714063942432,0.1187324523925781,0.0243492536246776,0.0261535421013832,0.1062565147876739,0.6544160842895508,0.3387514352798462,0.0066862269304692,232.22449421882607
iDR5_3_SPLUS-s24s44_0022423,67.91377872800533,-30.87157530145732,0.066244900226593,64.13752905121054,158.06072092048257,-101.97385509817605,1.0,1.0,0.0089999996125698,0.0655485838651657,0.0731847062706947,0.1393196284770965,0.0070286681875586,0.0112683326005935,0.0771900489926338,0.6654431819915771,0.3248487114906311,0.0096742566674947,198.73470067977905
iDR5_3_SPLUS-s24s44_0023503,67.4096040181466,-30.82469438593537,0.0885918363928794,87.6731041867653,210.7206551628532,-136.18683331790535,1.0,0.9980000257492064,0.0199999995529651,0.0979115217924118,0.0766597464680671,0.1272608637809753,0.0172486864030361,0.0157527141273021,0.1072799786925315,0.5910282135009766,0.4048615097999573,0.0041317902505397,265.77550917863823
iDR5_3_SPLUS-s24s44_0024006,67.11753803794676,-30.807621473468444,0.0995918363332748,99.7830015966308,236.42130988968327,-153.02000392274627,1.0,1.0,0.0160000026226043,0.106383204460144,0.0884866937994957,0.0901552587747573,0.0132294856011867,0.0128462258726358,0.077650673687458,0.5804390907287598,0.4149453639984131,0.0043891505338251,298.7755089998244
iDR5_3_SPLUS-s24s44_0024756,67.67887754423914,-30.79088258874891,0.0770816355943679,75.44631511758021,183.764129295425,-118.37569527820914,1.0,1.0,0.0084999985992908,0.076400339603424,0.0829806178808212,0.1039638742804527,0.0063617499545216,0.0109734488651156,0.079711765050888,0.5831224918365479,0.4127448201179504,0.0038296985439956,231.2449067831037
iDR5_3_SPLUS-s24s44_0025594,67.39535489362885,-30.75792774562992,0.1125102117657661,111.48737855803816,267.77003433432424,-172.61721495566223,0.949999988079071,0.9919999837875366,0.0205000042915344,0.1154334619641304,0.0906244367361068,0.1366271078586578,0.0162810571491718,0.0201734825968742,0.080386534333229,0.6866540908813477,0.3079186677932739,0.0055115446448326,337.53063529729826
iDR5_3_SPLUS-s24s44_0027372,68.32265982585028,-30.702070905325048,0.1554081588983535,148.07512489250755,372.5251420439254,-238.04209418253,0.9929999709129332,0.9919999837875366,0.0129999965429306,0.1552342176437378,0.1557214856147766,0.0690954253077507,0.0123409107327461,0.0139150898903608,0.0825777426362037,0.5160824656486511,0.4785439372062683,0.0051160035654902,466.2244766950605
iDR5_3_SPLUS-s24s44_0032242,66.88453385986891,-30.320428884579872,0.0701632648706436,71.33201065277512,167.1105469995429,-106.26270735078586,1.0,1.0,0.0169999971985816,0.0691084563732147,0.0781310647726059,0.1222643107175827,0.0135037694126367,0.0226051621139049,0.1132008582353591,0.5944966077804565,0.396263837814331,0.0094787571579217,210.4897946119308
iDR5_3_SPLUS-s24s44_0033034,67.30373519232712,-30.29629794572316,0.0915918350219726,91.54151742335434,218.877120115118,-138.6165035707226,1.0,0.9980000257492064,0.0245000012218952,0.0976975709199905,0.0852000787854194,0.0828851610422134,0.0241897478699684,0.0225552320480346,0.1046434938907623,0.5576789379119873,0.4359118938446045,0.0063839722424745,274.7755050659178
iDR5_3_SPLUS-s24s44_0035883,68.26842027407332,-30.44441225490993,0.0658367350697517,63.04682909313838,158.17585763295577,-100.07885173792498,0.9800000190734864,0.9900000095367432,0.0054999981075525,0.0657368600368499,0.0682995915412902,0.1020892634987831,0.0040915706194937,0.0083258552476763,0.0668621510267257,0.6878077387809753,0.3095470666885376,0.0026936950162053,197.5102052092551
iDR5_3_SPLUS-s29s28_0000738,45.12600504860021,-38.2006357221726,0.0941632613539695,156.62829433080685,157.31872867000058,-174.69651720632717,1.0,1.0,0.0135000012814998,0.0925464406609535,0.0967842116951942,0.0894183367490768,0.0127275418490171,0.0140518527477979,0.0799386203289032,0.5450592637062073,0.4432857632637024,0.0114557174965739,282.4897840619085
iDR5_3_SPLUS-s29s28_0000783,45.63417880934697,-38.1932928684476,0.1190816387534141,196.3242435713571,200.71910058501877,-220.89038965120935,1.0,1.0,0.027999997138977,0.1269450187683105,0.1094544902443885,0.1411491334438324,0.0282808002084493,0.0225013513118028,0.1172926127910614,0.6949582099914551,0.3000185489654541,0.00488206371665,357.2449162602423
iDR5_3_SPLUS-s29s28_0002017,46.49705680915099,-38.15458711134004,0.0529999993741512,86.06903900502358,90.68851242221857,-98.22786591562034,1.0,0.9980000257492064,0.0090000014752149,0.0519668534398078,0.0570660829544067,0.0959015116095542,0.0078107682056725,0.0107574751600623,0.0852150991559028,0.5903893709182739,0.4027311205863952,0.0067557818256318,158.9999981224536
iDR5_3_SPLUS-s29s28_0004393,46.47403145757198,-38.07419575037992,0.0805918350815773,131.07624761416454,138.00022555461666,-149.09845738508002,1.0,1.0,0.0149999968707561,0.0908071994781494,0.0754926279187202,0.0985846668481826,0.0144087299704551,0.0112132206559181,0.085403598845005,0.5499215126037598,0.4459514617919922,0.0041399598121643,241.7755052447319
iDR5_3_SPLUS-s29s28_0004586,46.30956438514155,-38.08131927922335,0.0314897969365119,51.365230084454254,53.76860976456102,-58.26676189975052,1.0,0.9950000047683716,0.0074999993667006,0.0312468446791172,0.0351570658385753,0.0904082059860229,0.0058687119744718,0.0104959337040781,0.0820422396063804,0.7048522233963013,0.2885352969169616,0.0066219605505466,94.46939080953572
